"Tipo [Class]";"Identificador [UnityAlias]";"Orden de clasificación [Position]";"Visible [IsVisible]";"Precio/EUR/gross [ListPrices/EUR/gross]";"Precio original/EUR/gross [ManufacturerPrices/EUR/gross]";"IsManufacturerPriceRRP [IsManufacturerPriceRRP]";"IsShippingLinkVisible [IsShippingLinkVisible]";"Tipo fiscal [TaxClass]";"Unidad de referencia [RefUnit]";"Cantidad de referencia [RefAmount]";"Cantidad en el producto [RefContentAmount]";"Fabricante [Manufacturer]";"N.º de producto del fabricante [ManufacturerSKU]";"Código del producto [UPCEAN]";"Existencias [StockLevel]";"Nivel mínimo de existencias [StockLevelAlert]";"Plazo de entrega [DeliveryPeriod]";"Unidad de peso [WeightUnit]";"Peso de entrega [Weight]";"Longitud [Length]";"Altura [Height]";"Anchura [Width]";"Formas de entrega [ShippingMethods]";"Nombre/Español [Name/es]";"Título de la página/Español [Title/es]";"Descripción/Español [Description/es]";"Descripción detallada/Español [Text/es]";"Palabras clave/Español [Keywords/es]";"Funciones básicas/Español [MainCharacteristics/es]";"Producto maestro [SuperProduct]";"Variantes de atributos [SelectedVariations]";"Imagen para la vista ampliada [ImageLarge]";"Imágenes para galería/presentación [ImagesSlideShowString]";"EnergyLabelsString [EnergyLabelsString]";"EnergyLabelSourceFile [EnergyLabelSourceFile]";"_ProductDataSheet/Español [_ProductDataSheet/es]";"EnergyLabelHighestEfficiencyClass [EnergyLabelHighestEfficiencyClass]";"ProductVideoProvider/Español [ProductVideoProvider/es]";"TaxClassMapping [TaxClassMapping]";"PROCESADOR/I3 8100 [PROCESADOR/I3_8100]";"COLOR/DESERT/Español [COLOR/DESERT/es]";"COLOR/JUNGLE/Español [COLOR/JUNGLE/es]";"COLOR/GAV/Español [COLOR/GAV/es]";"COLOR/NEGRO/Español [COLOR/NEGRO/es]";"COLOR/ROSA/Español [COLOR/ROSA/es]";"COLOR/COLOR [COLOR/COLOR]";"TAMAÑO/PEQUEÑO/Español [TAMANO/PEQUENO/es]";"TAMAÑO/GRANDE/Español [TAMANO/GRANDE/es]";"TAMAÑO/TAMAÑO [TAMANO/TAMANO]"
;32604;;1;60,64;;0;1;normal;;;;"MARS GAMING";;4,7111E+12;0;1;1;kilogram;0,475;;;;;"AURICULAR INALAMBRICO MHW MARS GAMING";;"Especificaciones:. . Dimensiones: 200x210x93mm. Peso: 343g / 333g (sin micrófono). Iluminación: RGB Control. Materiales: Aluminio + ABS + Almohadillas cuero sintético. Color: Negro . Tipo de cable: Recubrimiento de goma. Diadema: Ajustable. Extras: Tecnología AIR, Micrófono extraíble. Sonido: Estéreo. Software: No. Compatibilidad: Windows, PS4, PS5, XBOX ONE, XBOX SERIES X-S, Mac, Nintendo Switch, Smartphone, Tablet *Comprueba la tabla de compatibilidad a continuación. Longitud del cable: 1,5m (Cable de carga) / 1,5m (Cable de audio). Conector: USB-C a Jack 3.5mm (Audio) + USB-C a USB-A (Alimentación). Control de volumen: Sí. Caja de control en cable: Si, en auricular. Adaptador: Receptor inalámbrico USB 2.4GHz. Botón mute: Sí. Dimensiones (driver): Dinámico 50mm neodimio. Rango de frecuencia (driver): 18Hz-22KHz. Sensibilidad (driver): 102dB ± 3dB. Impedancia (driver): 32&Omega;. Direccionalidad (micrófono): Omnidireccional. Impedancia (micrófono): <2.2k&Omega;. Sensibilidad (micrófono): -49dB±3dB (0dB=1V/Pa at 1KHz). Rango de frecuencia (micrófono): 50Hz - 10kHz. Dimensiones (micrófono): 6 x 2,7mm. Retráctil (micrófono): Flexible y extraíble";;;;;;750x600_mhw_mars_gaming.jpg;750x600_mhw_mars_gaming.jpg;;;;;;;;;;;;;;;;
;32609;;1;36,08;;0;1;normal;;;;"MARS GAMING";;4711099470204;1;1;1;kilogram;0,16;;;;;"RATON OPTICO MMPRO RGB NEGRO MARS GAMING";;"Especificaciones:. . Materiales: ABS. Switches: KAILH. Peso: 70±5g. Dimensiones: 124x64x39mm. Ergonomía: Ambidiestro. Botones: 9. Iluminación: RGB chroma. Extras: Cable ultra flexible, pies de teflon 100% PTFE, Función LOD. Sensor: óptico PixArt PAW3335PRO. DPI: 800-32000. Frecuencia de refresco: 1000 Hz. Velocidad máx.: 400 IPS. Aceleración máx.: 40G. Tipo de cable: Cable trenzado ultra flexible. Longitud del cable: 1.8m. Conectores: USB Chapado en oro. Software: Control de funciones, macros, iluminación y rendimiento (Solo Windows). Compatibilidad: Windows, Linux, Mac, PS4, PS5, XBOX ONE, XBOX SERIES X-S. Ajuste de peso: No. Corriente: 100mA. Voltaje: DC 5V";;;;;;mmpro-color-1_480x600.jpg;mmpro-color-1_480x600.jpg;;;;;;;;;;;;;;;;
;32610;;1;36,08;;0;1;normal;;;;"MARS GAMING";;4711099470211;10;1;1;kilogram;0,16;;;;;"RATON OPTICO MMPRO RGB BLANCO MARS GAMING";;"Especificaciones:. . Materiales: ABS. Switches: KAILH. Peso: 70±5g. Dimensiones: 124x64x39mm. Ergonomía: Ambidiestro. Botones: 9. Iluminación: RGB chroma. Extras: Cable ultra flexible, pies de teflon 100% PTFE, Función LOD. Sensor: óptico PixArt PAW3335PRO. DPI: 800-32000. Frecuencia de refresco: 1000 Hz. Velocidad máx.: 400 IPS. Aceleración máx.: 40G. Tipo de cable: Cable trenzado ultra flexible. Longitud del cable: 1.8m. Conectores: USB Chapado en oro. Software: Control de funciones, macros, iluminación y rendimiento (Solo Windows). Compatibilidad: Windows, Linux, Mac, PS4, PS5, XBOX ONE, XBOX SERIES X-S. Ajuste de peso: No. Corriente: 100mA. Voltaje: DC 5V";;;;;;mmpro-color-3_480x600.jpg;mmpro-color-3_480x600.jpg;;;;;;;;;;;;;;;;
;32611;;1;36,08;;0;1;normal;;;;"MARS GAMING";;4711099470228;1;1;1;kilogram;0,16;;;;;"RATON OPTICO MMPRO RGB ROSA MARS GAMING";;"Especificaciones:. . Materiales: ABS. Switches: KAILH. Peso: 70±5g. Dimensiones: 124x64x39mm. Ergonomía: Ambidiestro. Botones: 9. Iluminación: RGB chroma. Extras: Cable ultra flexible, pies de teflon 100% PTFE, Función LOD. Sensor: óptico PixArt PAW3335PRO. DPI: 800-32000. Frecuencia de refresco: 1000 Hz. Velocidad máx.: 400 IPS. Aceleración máx.: 40G. Tipo de cable: Cable trenzado ultra flexible. Longitud del cable: 1.8m. Conectores: USB Chapado en oro. Software: Control de funciones, macros, iluminación y rendimiento (Solo Windows). Compatibilidad: Windows, Linux, Mac, PS4, PS5, XBOX ONE, XBOX SERIES X-S. Ajuste de peso: No. Corriente: 100mA. Voltaje: DC 5V";;;;;;mmpro-color-2_480x600.jpg;mmpro-color-2_480x600.jpg;;;;;;;;;;;;;;;;
;32612;;1;15,62;;0;1;normal;;;;"MARS GAMING";;4,71E+12;10;1;1;kilogram;0,95;;;;;"TECLADO RGB MK120ES MARS GAMING";;"Especificaciones:. . Peso: 570g. Dimensiones: 455x185x30mm. Diseño: Completo. Material teclado: Aluminio + ABS. Color: Negro. Iluminación: RGB Rainbow. Tecnología: Membrana. Longitud del cable: 150cm. Conectores: USB 2.0. Anti-ghosting: Sí. Software: No. Compatibilidad: Windows, Linux, Mac, PS4, PS5, XBOX ONE, XBOX SERIES X-S, Nintendo Switch. Voltaje: DC 5V. Corriente: 300mA. Durabilidad: 20 millones";;;;;;mk120_960x960.jpg;mk120_960x960.jpg;;;;;;;;;;;;;;;;
;32637;;1;202,22;;0;1;normal;;;;KEEPOUT;;8435099529019;1;1;1;kilogram;20,4;;;;;"SILLA GAMING XSPRO-RACING NEGRO KEEPOUT";;"Características:. . La XSPRO-RACING es una silla gaming con diseño deporti vo y fabricada en materiales de máxima calidad, pensada para alta competi ción. Con reposabrazos 2D, elevador de clase 4 y acabados en piel resistente a arañazos.. ¡Elige tu color color favorito entre los 4 disponibles y disfruta al máximo de la partida con total comodidad!. La XSPRO-RACING de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo y comodidad profesional.. Con un diseño ergonómico perfectamente opti mizado, la silla te proporcionará horas de juego con total comodidad gracias a sus cojines lumbar y cervical.. . Especificaciones:. Piel de alta calidad resistente a arañazos. Alta densidad de espuma interna. Reposabrazos 2D. Elevador de Clase 4. Ruedas de nylon. Base de nylon. Cojín lumbar y cervical. . Medidas: 69*50*127~134.5cm";;;;;;xspro-racingb_b.jpg;xspro-racingb_b.jpg;;;;;;;;;;;;;;;;
;32638;;1;202,22;;0;1;normal;;;;KEEPOUT;;8435099529026;1;1;1;kilogram;20,4;;;;;"SILLA GAMING XSPRO-RACING NEGRO/ROJO KEEPOUT";;"Características:. . La XSPRO-RACING es una silla gaming con diseño deporti vo y fabricada en materiales de máxima calidad, pensada para alta competi ción. Con reposabrazos 2D, elevador de clase 4 y acabados en piel resistente a arañazos.. ¡Elige tu color color favorito entre los 4 disponibles y disfruta al máximo de la partida con total comodidad!. La XSPRO-RACING de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo y comodidad profesional.. Con un diseño ergonómico perfectamente opti mizado, la silla te proporcionará horas de juego con total comodidad gracias a sus cojines lumbar y cervical.. . Especificaciones:. Piel de alta calidad resistente a arañazos. Alta densidad de espuma interna. Reposabrazos 2D. Elevador de Clase 4. Ruedas de nylon. Base de nylon. Cojín lumbar y cervical. . Medidas: 69*50*127~134.5cm";;;;;;xspro-racingr_b.jpg;xspro-racingr_b.jpg;;;;;;;;;;;;;;;;
;32639;;1;202,22;;0;1;normal;;;;KEEPOUT;;8435099529033;1;1;1;kilogram;20,4;;;;;"SILLA GAMING XSPRO-RACING NEGRO/TURQIESA KEEPOUT";;"Características:. . La XSPRO-RACING es una silla gaming con diseño deporti vo y fabricada en materiales de máxima calidad, pensada para alta competi ción. Con reposabrazos 2D, elevador de clase 4 y acabados en piel resistente a arañazos.. ¡Elige tu color color favorito entre los 4 disponibles y disfruta al máximo de la partida con total comodidad!. La XSPRO-RACING de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo y comodidad profesional.. Con un diseño ergonómico perfectamente opti mizado, la silla te proporcionará horas de juego con total comodidad gracias a sus cojines lumbar y cervical.. . Especificaciones:. Piel de alta calidad resistente a arañazos. Alta densidad de espuma interna. Reposabrazos 2D. Elevador de Clase 4. Ruedas de nylon. Base de nylon. Cojín lumbar y cervical. . Medidas: 69*50*127~134.5cm";;;;;;xspro-racingt_b.jpg;xspro-racingt_b.jpg;;;;;;;;;;;;;;;;
;32640;;1;202,23;;0;1;normal;;;;KEEPOUT;;8435099529040;1;1;1;kilogram;20,4;;;;;"SILLA GAMING XSPRO-RACING NEGRO/BLANCO KEEPOUT";;"Características:. . La XSPRO-RACING es una silla gaming con diseño deporti vo y fabricada en materiales de máxima calidad, pensada para alta competi ción. Con reposabrazos 2D, elevador de clase 4 y acabados en piel resistente a arañazos.. ¡Elige tu color color favorito entre los 4 disponibles y disfruta al máximo de la partida con total comodidad!. La XSPRO-RACING de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo y comodidad profesional.. Con un diseño ergonómico perfectamente opti mizado, la silla te proporcionará horas de juego con total comodidad gracias a sus cojines lumbar y cervical.. . Especificaciones:. Piel de alta calidad resistente a arañazos. Alta densidad de espuma interna. Reposabrazos 2D. Elevador de Clase 4. Ruedas de nylon. Base de nylon. Cojín lumbar y cervical. . Medidas: 69*50*127~134.5cm";;;;;;xspro-racingw_b.jpg;xspro-racingw_b.jpg;;;;;;;;;;;;;;;;
;32641;;1;139,77;;0;1;normal;;;;KEEPOUT;;8435099528135;1;1;1;kilogram;15,7;;;;;"SILLA GAMING XS200 NEGRO KEEPOUT";;"Características:. . La XS200 es una silla gaming profesional con diseño de alta competición y excelente calidad. Con reposabrazos fijos, elevador de clase 4 y acabados en piel de alta calidad.. ¡Elige tu color color favorito entre los 5 disponibles y disfruta al máximo de la partida con total comodidad!. La XS200 de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto original y comodidad profesional.. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad sin perder el aspecto que caracteriza a Keep Out.. . Especificaciones:. . Piel de alta calidad. Alta densidad de espuma interna. Reposabrazos Fijos. Elevador de Clase 4 (100#). Ruedas de nylon. Base de nylon. Medidas: 119*69*62cm<br type='_moz' />.";;;;;;xs200b_a.jpg;xs200b_a.jpg;;;;;;;;;;;;;;;;
;32642;;1;139,77;;0;1;normal;;;;KEEPOUT;;8435099528142;1;1;1;kilogram;15,7;;;;;"SILLA GAMING XS200 NEGRO/AZUL KEEPOUT";;"Características:. . La XS200 es una silla gaming profesional con diseño de alta competición y excelente calidad. Con reposabrazos fijos, elevador de clase 4 y acabados en piel de alta calidad.. ¡Elige tu color color favorito entre los 5 disponibles y disfruta al máximo de la partida con total comodidad!. La XS200 de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto original y comodidad profesional.. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad sin perder el aspecto que caracteriza a Keep Out.. . Especificaciones:. . Piel de alta calidad. Alta densidad de espuma interna. Reposabrazos Fijos. Elevador de Clase 4 (100#). Ruedas de nylon. Base de nylon. Medidas: 119*69*62cm<br type='_moz' />.";;;;;;xs200bl_a.jpg;xs200bl_a.jpg;;;;;;;;;;;;;;;;
;32643;;1;139,78;;0;1;normal;;;;KEEPOUT;;8435099528159;0;1;1;kilogram;15,7;;;;;"SILLA GAMING XS200 NEGRO/VERDE KEEPOUT";;"Características:. . La XS200 es una silla gaming profesional con diseño de alta competición y excelente calidad. Con reposabrazos fijos, elevador de clase 4 y acabados en piel de alta calidad.. ¡Elige tu color color favorito entre los 5 disponibles y disfruta al máximo de la partida con total comodidad!. La XS200 de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto original y comodidad profesional.. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad sin perder el aspecto que caracteriza a Keep Out.. . Especificaciones:. . Piel de alta calidad. Alta densidad de espuma interna. Reposabrazos Fijos. Elevador de Clase 4 (100#). Ruedas de nylon. Base de nylon. Medidas: 119*69*62cm<br type='_moz' />.";;;;;;xs200gr_a.jpg;xs200gr_a.jpg;;;;;;;;;;;;;;;;
;32644;;1;139,77;;0;1;normal;;;;KEEPOUT;;8435099528166;0;1;1;kilogram;15,7;;;;;"SILLA GAMING XS200 NEGRO/NARANJA KEEPOUT";;"Características:. . La XS200 es una silla gaming profesional con diseño de alta competición y excelente calidad. Con reposabrazos fijos, elevador de clase 4 y acabados en piel de alta calidad.. ¡Elige tu color color favorito entre los 5 disponibles y disfruta al máximo de la partida con total comodidad!. La XS200 de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto original y comodidad profesional.. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad sin perder el aspecto que caracteriza a Keep Out.. . Especificaciones:. . Piel de alta calidad. Alta densidad de espuma interna. Reposabrazos Fijos. Elevador de Clase 4 (100#). Ruedas de nylon. Base de nylon. Medidas: 119*69*62cm<br type='_moz' />.";;;;;;xs200o_a.jpg;xs200o_a.jpg;;;;;;;;;;;;;;;;
;32645;;1;139,77;;0;1;normal;;;;KEEPOUT;;8435099528173;1;1;1;kilogram;15,7;;;;;"SILLA GAMING XS200 NEGRO/ROJO KEEPOUT";;"Características:. . La XS200 es una silla gaming profesional con diseño de alta competición y excelente calidad. Con reposabrazos fijos, elevador de clase 4 y acabados en piel de alta calidad.. ¡Elige tu color color favorito entre los 5 disponibles y disfruta al máximo de la partida con total comodidad!. La XS200 de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto original y comodidad profesional.. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad sin perder el aspecto que caracteriza a Keep Out.. . Especificaciones:. . Piel de alta calidad. Alta densidad de espuma interna. Reposabrazos Fijos. Elevador de Clase 4 (100#). Ruedas de nylon. Base de nylon. Medidas: 119*69*62cm<br type='_moz' />.";;;;;;xs200r_a.jpg;xs200r_a.jpg;;;;;;;;;;;;;;;;
;32646;;1;233,59;;0;1;normal;;;;KEEPOUT;;8435099529057;1;1;1;kilogram;20,5;;;;;"SILLA GAMING XSPRO-RACING RGB NEGRO KEEPOUT";;"Características:. . La XSRGBRACING es la silla gaming ideal para tener un setup a la última gracias a su sistema RGB. Original y diferente a todas las demás. Para gamers PRO, con un diseño exclusivo, elegante y de alta competición sin olvidar los acabados premium.. Dispone de iluminación RGB, zonas de contacto reforzadas y materiales resistentes.. ¡Siente la velocidad de la parti da con total comodidad! Perfecta para jugadores exigentes que buscan un aspecto deportivo, comodidad profesional y una vida útil prolongada para su silla. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad.. . Especificaciones:. . Iluminación RGB. Mando a distancia para cambiar colores. Piel de alta calidad resistente a arañazos. Alta densidad de espuma interna. Reposabrazos 2D. Elevador de Clase 4. Ruedas de nylon. Base de nylon. Cojín lumbar y Cervical. Medidas: 69*50*127~134.5cm";;;;;;xsrgb-racing_a.jpg;xsrgb-racing_a.jpg;;;;;;;;;;;;;;;;
;32647;;1;296,03;;0;1;normal;;;;KEEPOUT;;8435099528814;1;1;1;kilogram;20,5;;;;;"SILLA GAMING XSPRO-HAMMER NEGRO KEEPOUT";;"Características:. . Ha llegado, por fín, la silla gaming que esperabas. original y diferente a todas las demás. XSPROHAMMER es una silla gaming para gamers PRO con un diseño exclusivo, elegante y de alta competición sin olvidar los acabados de excelente calidad.. Dispone de asiento totalmente reclinable, reposabrazos 4D, zonas de contacto reforzadas y materiales resistentes.. ¡Siente la velocidad de la parti da con total comodidad!. La XSPROHAMMER de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo, comodidad profesional y una vida útil prolongada para su silla. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad.. Disponible en 3 colores: Negro + hilo negro, Negro + hilo dorado y Negro + hilo plateado.. . Especificaciones:. . Cuero Sintético. Alta densidad de espuma interna. Base de Nylon. Elevador de 80mm Clase 4. Ruedas de PU de 50mm. Mecanismo metálico ti po mariposa. Reposabrazos 4D. Tamaño: 134*71*63 cm. Peso: 20.5kg. Cojín Lumbar y Cervical";;;;;;xsprohammer_b.jpg;xsprohammer_b.jpg;;;;;;;;;;;;;;;;
;32648;;1;296,03;;0;1;normal;;;;KEEPOUT;;8435099528821;1;1;1;kilogram;20,5;;;;;"SILLA GAMING XSPRO-HAMMER NEGRO/DORADO KEEPOUT";;"Características:. . Ha llegado, por fín, la silla gaming que esperabas. original y diferente a todas las demás. XSPROHAMMER es una silla gaming para gamers PRO con un diseño exclusivo, elegante y de alta competición sin olvidar los acabados de excelente calidad.. Dispone de asiento totalmente reclinable, reposabrazos 4D, zonas de contacto reforzadas y materiales resistentes.. ¡Siente la velocidad de la parti da con total comodidad!. La XSPROHAMMER de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo, comodidad profesional y una vida útil prolongada para su silla. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad.. Disponible en 3 colores: Negro + hilo negro, Negro + hilo dorado y Negro + hilo plateado.. . Especificaciones:. . Cuero Sintético. Alta densidad de espuma interna. Base de Nylon. Elevador de 80mm Clase 4. Ruedas de PU de 50mm. Mecanismo metálico ti po mariposa. Reposabrazos 4D. Tamaño: 134*71*63 cm. Peso: 20.5kg. Cojín Lumbar y Cervical";;;;;;xsprohammer-gold_perspectiva.jpg;xsprohammer-gold_perspectiva.jpg;;;;;;;;;;;;;;;;
;32649;;1;296,03;;0;1;normal;;;;KEEPOUT;;8435099528838;1;1;1;kilogram;20,5;;;;;"SILLA GAMING XSPRO-HAMMER NEGRO/PLATA KEEPOUT";;"Características:. . Ha llegado, por fín, la silla gaming que esperabas. original y diferente a todas las demás. XSPROHAMMER es una silla gaming para gamers PRO con un diseño exclusivo, elegante y de alta competición sin olvidar los acabados de excelente calidad.. Dispone de asiento totalmente reclinable, reposabrazos 4D, zonas de contacto reforzadas y materiales resistentes.. ¡Siente la velocidad de la parti da con total comodidad!. La XSPROHAMMER de Keep Out es la silla gaming perfecta para los jugadores más exigentes que buscan un aspecto deportivo, comodidad profesional y una vida útil prolongada para su silla. Con un diseño ergonómico perfectamente optimizado, la silla te proporcionará horas de juego con total comodidad.. Disponible en 3 colores: Negro + hilo negro, Negro + hilo dorado y Negro + hilo plateado.. . Especificaciones:. . Cuero Sintético. Alta densidad de espuma interna. Base de Nylon. Elevador de 80mm Clase 4. Ruedas de PU de 50mm. Mecanismo metálico ti po mariposa. Reposabrazos 4D. Tamaño: 134*71*63 cm. Peso: 20.5kg. Cojín Lumbar y Cervical";;;;;;xsprohammer_s_b.jpg;xsprohammer_s_b.jpg;;;;;;;;;;;;;;;;
;32674;;1;191,13;;0;1;normal;;;;DELL;;5397184409343;0;1;1;kilogram;5,865;;;;;"MONITOR DELL S2421HS";;"Especificaciones:. . General. . Tipo de pantalla: Monitor LCD con retroiluminación LED / matriz activa TFT. Clase energética: Clase D. Tamaño en diagonal: 23.8''. Tamaño visualizable: 23.8''. Tecnología Adaptive-Sync: AMD FreeSync. Tipo de panel: IPS. Relación de aspecto: 16:9. Resolución nativa: Full HD (1080p) 1920 x 1080 a 75 Hz. Paso de pixel: 0.2745 mm. Píxeles por pulgada: 92.56. Brillo: 250 cd/m². Relación de contraste: 1000:1. Admisión de color: 16,7 millones de colores. Tiempo de respuesta: 4 ms (extremo gris a gris). ángulo de visión horizontal: 178. ángulo de visión vertical: 178. Recubrimiento de pantalla: Anti-glare 3H hardness. Tecnología de retroiluminación: Retroiluminación LED. Dimensiones (Ancho x Profundidad x Altura): 53.78 cm x 15.97 cm x 34.68 cm - con soporte. Consumo eléctrico (modo Encendido): 11.6 vatios. . Conectividad. . Interfaces:. HDMI (HDCP 1.4). DisplayPort (modo DisplayPort 1.2) . Salida de audio. . Mecánico. . Ajustes de posición de pantalla: Altura, pivote (rotación), plataforma giratoria, inclinación. ángulo de inclinación: -5/+21. ángulo de giro: 60. ángulo de rotación: 180. Ajuste de Altura: 100 mm. Interfaz de montaje VESA: 100 x 100 mm. . Alimentación. . Consumo eléctrico (modo Encendido): 11.6 vatios. Consumo de energía (modo On): 11.6 kWh/1000h. Consumo de energía (máx.): 23 vatios. Espera de consumo de energía: 0.2 vatios. Consumo eléctrico (modo apagado): 0.2 vatios. . Dimensiones y peso. . Detalles sobre dimensiones y peso. Con soporte - anchura: 53.78 cm - fondo: 15.97 cm - altura: 34.68 cm. Sin soporte - anchura: 53.78 cm - fondo: 5.38 cm - altura: 32.26 cm - peso: 3.2 kg. . Dimensiones y peso (embalaje). . Peso de embalaje: 7 kg";;;;;;s2421hs_cfp_00025rf095_gy__1_.jpg;s2421hs_cfp_00025rf095_gy__1_.jpg;;;;;;;;;;;;;;;;
;32675;;1;266,7;;0;1;normal;;;;DELL;;5397184409381;0;1;1;kilogram;7,55;;;;;"MONITOR DELL S2721HS";;"Especificaciones:. . GENERAL. . Tipo de pantalla: Monitor LCD con retroiluminación LED / matriz activa TFT. Clase energética: Clase D. Consumo de energía anual: 23 kWh. Tamaño en diagonal: 27''. Tamaño visualizable: 27''. Tecnología Adaptive-Sync: AMD FreeSync. Tipo de panel: IPS. Relación de aspecto: 16:9. Resolución nativa: Full HD (1080p) 1920 x 1080 a 75 Hz. Paso de pixel: 0.3114 mm. Píxeles por pulgada: 81.59. Brillo: 300 cd/m². Relación de contraste: 1000:1. Admisión de color: 16,7 millones de colores. Tiempo de respuesta: 4 ms (extremo gris a gris). ángulo de visión horizontal: 178. ángulo de visión vertical: 178. Recubrimiento de pantalla: Anti-reflejo, 3H Hard Coating. Tecnología de retroiluminación: Retroiluminación LED. Dimensiones (Ancho x Profundidad x Altura): 60.99 cm x 17.47 cm x 39.9 cm - con soporte. Consumo eléctrico (modo Encendido): 15.7 vatios. . Conectividad. . Interfaces: . HDMI (HDCP 1.4). DisplayPort (modo DisplayPort 1.2). Salida de audio. . Mecánico. . Ajustes de posición de pantalla: Altura, pivote (rotación), plataforma giratoria, inclinación. ángulo de inclinación: -5/+21. ángulo de giro: 60. ángulo de rotación: 180. Ajuste de altura: 110mm. Interfaz de montaje VESA: 100 x 100 mm. . Alimentación. . Consumo eléctrico (modo Encendido): 15.7 vatios. Consumo de energía (modo On): 15.7 kWh/1000h. Consumo de energía (máx.): 31 vatios. Espera de consumo de energía: 0.2 vatios. Consumo eléctrico (modo apagado): 0.2 vatios. Interruptor encendido / apagado: No. . Dimensiones y peso. . Detalles sobre dimensiones y peso:. Con soporte - anchura: 60.99 cm - fondo: 17.47 cm - altura:39.9cm. Sin soporte - peso: 4.3 kg. . Dimensiones y peso (embalaje). . Peso de embalaje: 8.9 kg";;;;;;198-s-series-monitor-imagery-created-monitor-s2721hs-5000x5000__1_.jpg;198-s-series-monitor-imagery-created-monitor-s2721hs-5000x5000__1_.jpg;;;;;;;;;;;;;;;;
;32676;;1;278,54;;0;1;normal;;;;MSI;;4719072817664;1;1;1;kilogram;7,9;;;;;"MONITOR MSI Modern MD271PW";;"Especificaciones:. . Type / Size: 27''. Active Display Area (mm): 596.736(H) x 335.664(V). Curvature: Flat. Panel Type: IPS. Resolution: 1920 x 1080 FHD. Pixel Pitch: 0.3114(H) x 0.3114(V). Aspect Ratio: 16:9. Brightness (nits): 250 cd/m 2. Contrast Ratio: 1000:1. Refresh Rate: 75Hz. Response Time: 5ms (GTG). View Angles: 178H) / 178 V). sRGB: TBD. Surface Treatment: Antiglare. Display Colors: 16.7M. Color Bit: 8 bits. Video Interface:. 1x HDMI (1.4). 1x Type C (DisplayPort Alternate). 1xHeadphone out. Speaker: 2x 1W. Power Type: External Adaptor(19v 3.42A). Adjustment (Tilt): Support, Angle TBD. Adjustment (Swivel): Support, Angle TBD. Adjustment (Pivot): Support, Angle TBD. Adjustment (Height): Support, Angle TBD. Kensington Lock: Yes. VESA Mounting: 75 x 75 mm. Note:. HDMI:1920 x 1080 (Up to 75Hz). Type-C : 1920 x 1080 Up to 75Hz)";;;;;;product_16215013435f661b636cbc2af82e5f2d1e5ef42d85.jpg;product_16215013435f661b636cbc2af82e5f2d1e5ef42d85.jpg;;;;;;;;;;;;;;;;
;32682;;1;13,59;;0;1;normal;;;;DEEPCOOL;;6,93341E+12;50;1;1;kilogram;0,28;;;;;"ALFOMBRILLA GAMING GM800 DEEPCOOL";;"Especificaciones:. . Dimensiones(L x W x H): 450x400x3 mm . Peso: 410g. Tamaño: L. Superficie: Tejido de tela repelente al agua a prueba de derrames. Base: Goma antideslizante";;;;;;750x600_deepcool_gm800.jpg;750x600_deepcool_gm800.jpg;;;;;;;;;;;;;;;;
;32683;;1;15,3;;0;1;normal;;;;DEEPCOOL;;6,93341E+12;50;1;1;kilogram;0,3;;;;;"ALFOMBRILLA GAMING GM810 DEEPCOOL";;"Especificaciones:. . Dimensiones(L x W x H): 450x400x3 mm . Peso: 410g. Tamaño: L. Superficie: Tejido de tela repelente al agua a prueba de derrames. Base: Goma antideslizante";;;;;;750x600_deepcool_gm810.jpg;750x600_deepcool_gm810.jpg;;;;;;;;;;;;;;;;
